,種類,質問,回答,Positive,Negative,Hard-Negative
228,Q2,埼玉県の面積は3859km2くらいですか？,3859km2くらいです。,[10],"[693, 448, 631]","[250, 539, 939]"
229,Q2,埼玉県の面積は31853km2くらいですか？,31853km2よりも小さいです。,[10],"[665, 922, 2]","[539, 689, 441]"
230,Q2,埼玉県の面積は76523km2くらいですか？,76523km2よりも小さいです。,[10],"[144, 1007, 188]","[689, 106, 489]"
231,Q2,埼玉県の面積は2261km2くらいですか？,2261km2よりも大きいです。,[10],"[319, 101, 535]","[589, 689, 58]"
232,Q2,千葉県の面積は5219km2くらいですか？,5219km2くらいです。,[11],"[854, 494, 869]","[107, 490, 940]"
233,Q2,千葉県の面積は36379km2くらいですか？,36379km2よりも小さいです。,[11],"[775, 13, 796]","[790, 11, 59]"
234,Q2,千葉県の面積は39560km2くらいですか？,39560km2よりも小さいです。,[11],"[673, 550, 745]","[299, 203, 346]"
235,Q2,千葉県の面積は80455km2くらいですか？,80455km2よりも小さいです。,[11],"[425, 281, 363]","[346, 840, 203]"
236,Q2,東京都の面積は2094km2くらいですか？,2094km2くらいです。,[12],"[86, 122, 888]","[300, 991, 641]"
237,Q2,東京都の面積は3551km2くらいですか？,3551km2よりも小さいです。,[12],"[746, 222, 185]","[347, 395, 691]"
238,Q2,東京都の面積は62051km2くらいですか？,62051km2よりも小さいです。,[12],"[329, 345, 516]","[591, 541, 395]"
239,Q2,東京都の面積は4011km2くらいですか？,4011km2よりも小さいです。,[12],"[689, 815, 611]","[841, 108, 641]"
240,Q2,神奈川県の面積は2385km2くらいですか？,2385km2くらいです。,[13],"[335, 563, 779]","[742, 992, 592]"
241,Q2,神奈川県の面積は4539km2くらいですか？,4539km2よりも小さいです。,[13],"[73, 303, 241]","[692, 892, 13]"
242,Q2,神奈川県の面積は29758km2くらいですか？,29758km2よりも小さいです。,[13],"[71, 154, 780]","[892, 396, 792]"
243,Q2,神奈川県の面積は60317km2くらいですか？,60317km2よりも小さいです。,[13],"[74, 832, 153]","[992, 642, 742]"
244,Q2,新潟県の面積は11339km2くらいですか？,11339km2くらいです。,[14],"[225, 499, 203]","[543, 349, 793]"
245,Q2,新潟県の面積は41353km2くらいですか？,41353km2よりも小さいです。,[14],"[700, 964, 806]","[445, 893, 743]"
246,Q2,新潟県の面積は15769km2くらいですか？,15769km2よりも小さいです。,[14],"[272, 919, 284]","[643, 993, 843]"
247,Q2,新潟県の面積は43393km2くらいですか？,43393km2よりも小さいです。,[14],"[788, 414, 866]","[62, 302, 893]"
248,Q2,富山県の面積は4307km2くらいですか？,4307km2くらいです。,[15],"[831, 144, 679]","[494, 63, 694]"
249,Q2,富山県の面積は25413km2くらいですか？,25413km2よりも小さいです。,[15],"[190, 507, 373]","[994, 894, 255]"
250,Q2,富山県の面積は57651km2くらいですか？,57651km2よりも小さいです。,[15],"[763, 394, 625]","[63, 398, 15]"
251,Q2,富山県の面積は63394km2くらいですか？,63394km2よりも小さいです。,[15],"[529, 808, 507]","[398, 944, 644]"
252,Q2,石川県の面積は3825km2くらいですか？,3825km2くらいです。,[16],"[593, 1, 1023]","[995, 351, 160]"
253,Q2,石川県の面積は66646km2くらいですか？,66646km2よりも小さいです。,[16],"[902, 688, 55]","[447, 695, 399]"
254,Q2,石川県の面積は19189km2くらいですか？,19189km2よりも小さいです。,[16],"[703, 371, 714]","[64, 351, 595]"
255,Q2,石川県の面積は34819km2くらいですか？,34819km2よりも小さいです。,[16],"[981, 739, 1011]","[208, 845, 695]"
256,Q2,福井県の面積は4456km2くらいですか？,4456km2くらいです。,[17],"[425, 253, 540]","[305, 161, 352]"
257,Q2,福井県の面積は55600km2くらいですか？,55600km2よりも小さいです。,[17],"[22, 491, 218]","[113, 796, 209]"
258,Q2,福井県の面積は71407km2くらいですか？,71407km2よりも小さいです。,[17],"[798, 957, 1023]","[257, 796, 746]"
259,Q2,福井県の面積は56346km2くらいですか？,56346km2よりも小さいです。,[17],"[631, 753, 797]","[65, 161, 546]"
260,Q2,山梨県の面積は4525km2くらいですか？,4525km2くらいです。,[18],"[206, 644, 378]","[258, 897, 353]"
261,Q2,山梨県の面積は35925km2くらいですか？,35925km2よりも小さいです。,[18],"[370, 141, 625]","[401, 449, 847]"
262,Q2,山梨県の面積は10111km2くらいですか？,10111km2よりも小さいです。,[18],"[866, 509, 437]","[306, 747, 18]"
263,Q2,山梨県の面積は81376km2くらいですか？,81376km2よりも小さいです。,[18],"[422, 414, 147]","[597, 997, 847]"
264,Q2,長野県の面積は12355km2くらいですか？,12355km2くらいです。,[19],"[617, 4, 71]","[498, 402, 898]"
265,Q2,長野県の面積は25568km2くらいですか？,25568km2よりも小さいです。,[19],"[463, 442, 368]","[450, 548, 163]"
266,Q2,長野県の面積は19315km2くらいですか？,19315km2よりも小さいです。,[19],"[293, 974, 326]","[898, 259, 698]"
267,Q2,長野県の面積は53152km2くらいですか？,53152km2よりも小さいです。,[19],"[831, 495, 919]","[848, 898, 798]"
268,Q2,岐阜県の面積は10343km2くらいですか？,10343km2くらいです。,[20],"[554, 244, 811]","[212, 68, 308]"
269,Q2,岐阜県の面積は68109km2くらいですか？,68109km2よりも小さいです。,[20],"[957, 273, 980]","[260, 499, 899]"
270,Q2,岐阜県の面積は37615km2くらいですか？,37615km2よりも小さいです。,[20],"[860, 285, 815]","[649, 599, 68]"
271,Q2,岐阜県の面積は71123km2くらいですか？,71123km2よりも小さいです。,[20],"[583, 316, 756]","[68, 749, 212]"
272,Q2,静岡県の面積は8310km2くらいですか？,8310km2くらいです。,[21],"[814, 863, 346]","[404, 550, 1000]"
273,Q2,静岡県の面積は12566km2くらいですか？,12566km2よりも小さいです。,[21],"[1016, 219, 214]","[309, 750, 261]"
274,Q2,静岡県の面積は10746km2くらいですか？,10746km2よりも小さいです。,[21],"[389, 551, 317]","[309, 950, 700]"
275,Q2,静岡県の面積は55081km2くらいですか？,55081km2よりも小さいです。,[21],"[879, 811, 936]","[800, 600, 309]"
276,Q2,愛知県の面積は5017km2くらいですか？,5017km2くらいです。,[22],"[985, 109, 765]","[453, 310, 1001]"
277,Q2,愛知県の面積は22282km2くらいですか？,22282km2よりも小さいです。,[22],"[384, 345, 638]","[951, 651, 501]"
278,Q2,愛知県の面積は79129km2くらいですか？,79129km2よりも小さいです。,[22],"[954, 489, 280]","[1001, 310, 601]"
279,Q2,愛知県の面積は34240km2くらいですか？,34240km2よりも小さいです。,[22],"[841, 1021, 654]","[1001, 701, 751]"
280,Q2,三重県の面積は5641km2くらいですか？,5641km2くらいです。,[23],"[56, 919, 259]","[752, 702, 652]"
281,Q2,三重県の面積は11419km2くらいですか？,11419km2よりも小さいです。,[23],"[427, 595, 277]","[23, 263, 802]"
282,Q2,三重県の面積は73731km2くらいですか？,73731km2よりも小さいです。,[23],"[774, 394, 56]","[1002, 167, 552]"
283,Q2,三重県の面積は70414km2くらいですか？,70414km2よりも小さいです。,[23],"[366, 37, 880]","[702, 406, 167]"
284,Q2,滋賀県の面積は4321km2くらいですか？,4321km2くらいです。,[24],"[322, 992, 624]","[503, 168, 753]"
285,Q2,滋賀県の面積は40020km2くらいですか？,40020km2よりも小さいです。,[24],"[669, 340, 667]","[264, 703, 72]"
286,Q2,滋賀県の面積は51445km2くらいですか？,51445km2よりも小さいです。,[24],"[867, 456, 721]","[953, 168, 753]"
287,Q2,滋賀県の面積は82404km2くらいですか？,82404km2よりも小さいです。,[24],"[748, 440, 684]","[503, 803, 407]"
288,Q2,京都府の面積は4837km2くらいですか？,4837km2くらいです。,[25],"[981, 420, 19]","[25, 217, 265]"
289,Q2,京都府の面積は13579km2くらいですか？,13579km2よりも小さいです。,[25],"[972, 46, 20]","[904, 704, 654]"
290,Q2,京都府の面積は38518km2くらいですか？,38518km2よりも小さいです。,[25],"[243, 672, 189]","[313, 408, 754]"
291,Q2,京都府の面積は26658km2くらいですか？,26658km2よりも小さいです。,[25],"[117, 966, 312]","[121, 754, 704]"
292,Q2,大阪府の面積は1746km2くらいですか？,1746km2くらいです。,[26],"[372, 840, 132]","[755, 1005, 805]"
293,Q2,大阪府の面積は21280km2くらいですか？,21280km2よりも小さいです。,[26],"[436, 535, 723]","[457, 605, 361]"
294,Q2,大阪府の面積は9093km2くらいですか？,9093km2よりも小さいです。,[26],"[895, 615, 296]","[1005, 122, 314]"
295,Q2,大阪府の面積は54211km2くらいですか？,54211km2よりも小さいです。,[26],"[291, 148, 308]","[170, 361, 266]"
296,Q2,兵庫県の面積は8634km2くらいですか？,8634km2くらいです。,[27],"[300, 935, 343]","[315, 856, 556]"
297,Q2,兵庫県の面積は25895km2くらいですか？,25895km2よりも小さいです。,[27],"[598, 231, 670]","[219, 856, 458]"
298,Q2,兵庫県の面積は45804km2くらいですか？,45804km2よりも小さいです。,[27],"[48, 761, 50]","[458, 756, 410]"
299,Q2,兵庫県の面積は51967km2くらいですか？,51967km2よりも小さいです。,[27],"[144, 393, 651]","[706, 219, 75]"
300,Q2,奈良県の面積は3848km2くらいですか？,3848km2くらいです。,[28],"[466, 103, 751]","[807, 907, 957]"
301,Q2,奈良県の面積は18491km2くらいですか？,18491km2よりも小さいです。,[28],"[833, 296, 874]","[76, 316, 28]"
302,Q2,奈良県の面積は31550km2くらいですか？,31550km2よりも小さいです。,[28],"[917, 940, 233]","[707, 557, 363]"
303,Q2,奈良県の面積は8508km2くらいですか？,8508km2よりも小さいです。,[28],"[645, 150, 812]","[857, 28, 607]"
304,Q2,和歌山県の面積は4294km2くらいですか？,4294km2くらいです。,[29],"[763, 842, 218]","[221, 958, 608]"
305,Q2,和歌山県の面積は21124km2くらいですか？,21124km2よりも小さいです。,[29],"[60, 540, 194]","[558, 317, 958]"
306,Q2,和歌山県の面積は28258km2くらいですか？,28258km2よりも小さいです。,[29],"[429, 213, 584]","[125, 173, 708]"
307,Q2,和歌山県の面積は16670km2くらいですか？,16670km2よりも小さいです。,[29],"[207, 11, 569]","[173, 558, 808]"
308,Q2,鳥取県の面積は3656km2くらいですか？,3656km2くらいです。,[30],"[163, 437, 635]","[78, 809, 174]"
309,Q2,鳥取県の面積は34718km2くらいですか？,34718km2よりも小さいです。,[30],"[508, 715, 233]","[659, 609, 78]"
310,Q2,鳥取県の面積は48703km2くらいですか？,48703km2よりも小さいです。,[30],"[636, 142, 831]","[126, 461, 318]"
311,Q2,鳥取県の面積は8835km2くらいですか？,8835km2よりも小さいです。,[30],"[21, 719, 321]","[909, 30, 559]"
312,Q2,島根県の面積は6563km2くらいですか？,6563km2くらいです。,[31],"[471, 466, 629]","[660, 127, 760]"
313,Q2,島根県の面積は32582km2くらいですか？,32582km2よりも小さいです。,[31],"[704, 386, 87]","[271, 127, 223]"
314,Q2,島根県の面積は55263km2くらいですか？,55263km2よりも小さいです。,[31],"[649, 1015, 679]","[366, 510, 860]"
315,Q2,島根県の面積は7040km2くらいですか？,7040km2くらいです。,[31],"[117, 338, 269]","[860, 560, 810]"
316,Q2,岡山県の面積は7010km2くらいですか？,7010km2くらいです。,[32],"[433, 619, 235]","[561, 511, 811]"
317,Q2,岡山県の面積は20144km2くらいですか？,20144km2よりも小さいです。,[32],"[219, 632, 823]","[861, 761, 911]"
318,Q2,岡山県の面積は12137km2くらいですか？,12137km2よりも小さいです。,[32],"[1019, 521, 348]","[463, 415, 224]"
319,Q2,岡山県の面積は70159km2くらいですか？,70159km2よりも小さいです。,[32],"[238, 639, 206]","[861, 611, 176]"
320,Q2,広島県の面積は7634km2くらいですか？,7634km2くらいです。,[33],"[764, 422, 101]","[662, 1012, 912]"
321,Q2,広島県の面積は10136km2くらいですか？,10136km2よりも小さいです。,[33],"[706, 141, 485]","[862, 812, 368]"
322,Q2,広島県の面積は53040km2くらいですか？,53040km2よりも小さいです。,[33],"[407, 1006, 757]","[1012, 662, 225]"
323,Q2,広島県の面積は65387km2くらいですか？,65387km2よりも小さいです。,[33],"[952, 429, 732]","[812, 1012, 612]"
324,Q2,山口県の面積は6106km2くらいですか？,6106km2くらいです。,[34],"[707, 870, 844]","[813, 226, 322]"
325,Q2,山口県の面積は81962km2くらいですか？,81962km2よりも小さいです。,[34],"[363, 171, 1024]","[813, 1013, 613]"
326,Q2,山口県の面積は58387km2くらいですか？,58387km2よりも小さいです。,[34],"[700, 196, 453]","[913, 34, 130]"
327,Q2,山口県の面積は18012km2くらいですか？,18012km2よりも小さいです。,[34],"[308, 589, 849]","[465, 1013, 563]"
328,Q2,徳島県の面積は4415km2くらいですか？,4415km2くらいです。,[35],"[749, 504, 887]","[564, 664, 466]"
329,Q2,徳島県の面積は57232km2くらいですか？,57232km2よりも小さいです。,[35],"[858, 563, 408]","[764, 614, 514]"
330,Q2,徳島県の面積は24338km2くらいですか？,24338km2よりも小さいです。,[35],"[453, 62, 90]","[964, 179, 83]"
331,Q2,徳島県の面積は55577km2くらいですか？,55577km2よりも小さいです。,[35],"[77, 384, 898]","[323, 914, 466]"
332,Q2,香川県の面積は1687km2くらいですか？,1687km2くらいです。,[36],"[954, 74, 1018]","[84, 467, 228]"
333,Q2,香川県の面積は51396km2くらいですか？,51396km2よりも小さいです。,[36],"[643, 303, 330]","[565, 765, 132]"
334,Q2,香川県の面積は1809km2くらいですか？,1809km2くらいです。,[36],"[118, 624, 240]","[276, 419, 965]"
335,Q2,香川県の面積は39736km2くらいですか？,39736km2よりも小さいです。,[36],"[502, 69, 416]","[84, 180, 276]"
336,Q2,愛媛県の面積は5328km2くらいですか？,5328km2くらいです。,[37],"[362, 256, 655]","[277, 666, 766]"
337,Q2,愛媛県の面積は53192km2くらいですか？,53192km2よりも小さいです。,[37],"[547, 89, 496]","[566, 372, 325]"
